n,ach,cluster,projection,duality,init,cdtime,count(kCBP),count(real),
 10, 13.00, 1.00,1, 1.00, 101.00, 2.00, 5, 2,
 600, 10.00, 1.00,2, 2.00, 111.00, 43.00, 156, 122,
 900, 13.00, 2.00,3, 3.00, 108.00, 68.00, 243, 191,
 200, 13.00, 2.00,1, 1.00, 105.00, 14.00, 54, 43,
 700, 7.00, 2.00,2, 3.00, 116.00, 52.00, 187, 147,
 50, 10.00, 1.00,1, 1.00, 102.00, 6.00, 15, 11,
 300, 7.00, 0.00,2, 1.00, 103.00, 19.00, 76, 62,
 400, 5.00, 1.00,1, 1.00, 101.00, 26.00, 103, 82,
 500, 5.00, 1.00,1, 1.00, 101.00, 34.00, 129, 102,
 800, 13.00, 2.00,1, 2.00, 104.00, 61.00, 217, 170,
 100, 6.00, 0.00,1, 1.00, 102.00, 7.00, 25, 20,
 1000, 6.00, 0.00,1, 2.00, 101.00, 74.00, 259, 202,
