n,ach,cluster,projection,duality,init,cdtime,count(kCBP),count(real),
 10, 23.00, 1.00,6, 1.00, 212.00, 3.00, 2, 2,
 600, 12.00, 1.00,3, 1.00, 209.00, 137.00, 133, 121,
 900, 10.00, 1.00,3, 1.00, 209.00, 220.00, 215, 192,
 200, 9.00, 1.00,3, 2.00, 211.00, 39.00, 45, 42,
 700, 14.00, 1.00,3, 2.00, 210.00, 162.00, 165, 149,
 50, 10.00, 0.00,3, 2.00, 206.00, 10.00, 12, 10,
 300, 10.00, 0.00,4, 1.00, 206.00, 58.00, 67, 61,
 400, 22.00, 1.00,6, 1.00, 207.00, 78.00, 87, 79,
 500, 12.00, 1.00,4, 2.00, 212.00, 113.00, 109, 99,
 800, 11.00, 0.00,4, 2.00, 209.00, 192.00, 188, 169,
 100, 10.00, 1.00,4, 1.00, 210.00, 18.00, 23, 20,
 1000, 10.00, 0.00,4, 1.00, 208.00, 241.00, 230, 204,
