n,ach,cluster,projection,duality,init,cdtime,count(kCBP),count(real),
 10, 18.00, 1.00,16, 1.00, 2246.00, 0.00, 0, 0,
 600, 19.00, 0.00,16, 1.00, 2274.00, 11.00, 26, 13,
 900, 18.00, 1.00,16, 1.00, 2270.00, 27.00, 44, 21,
 200, 19.00, 0.00,17, 1.00, 2248.00, 4.00, 10, 4,
 700, 18.00, 1.00,16, 1.00, 2321.00, 20.00, 31, 16,
 50, 18.00, 0.00,17, 1.00, 2286.00, 1.00, 2, 0,
 300, 20.00, 0.00,16, 2.00, 2249.00, 5.00, 14, 7,
 400, 18.00, 0.00,16, 2.00, 2361.00, 5.00, 16, 8,
 500, 19.00, 1.00,18, 1.00, 2263.00, 7.00, 21, 10,
 800, 20.00, 1.00,22, 2.00, 2324.00, 21.00, 35, 18,
 100, 18.00, 0.00,17, 1.00, 2253.00, 2.00, 4, 2,
 1000, 18.00, 0.00,16, 2.00, 2268.00, 28.00, 45, 21,
