n,ach,cluster,projection,duality,init,cdtime,count(kCBP),count(real),
 10, 13.00, 1.00,11, 1.00, 1351.00, 0.00, 0, 0,
 600, 14.00, 1.00,11, 1.00, 1370.00, 41.00, 57, 48,
 900, 13.00, 1.00,10, 1.00, 1359.00, 66.00, 90, 70,
 200, 17.00, 1.00,12, 1.00, 1350.00, 11.00, 15, 13,
 700, 13.00, 1.00,10, 1.00, 1352.00, 43.00, 66, 53,
 50, 13.00, 1.00,11, 1.00, 1379.00, 3.00, 3, 2,
 300, 13.00, 1.00,10, 1.00, 1354.00, 16.00, 23, 20,
 400, 13.00, 1.00,10, 1.00, 1402.00, 22.00, 31, 26,
 500, 13.00, 0.00,11, 1.00, 1349.00, 31.00, 44, 36,
 800, 13.00, 1.00,10, 2.00, 1359.00, 50.00, 77, 62,
 100, 13.00, 0.00,10, 1.00, 1347.00, 3.00, 6, 4,
 1000, 14.00, 0.00,10, 2.00, 1340.00, 65.00, 93, 72,
