n,ach,cluster,projection,duality,init,cdtime,count(kCBP),count(real),
 10, 22.00, 1.00,8, 3.00, 225.00, 3.00, 2, 2,
 600, 22.00, 1.00,7, 1.00, 208.00, 84.00, 132, 121,
 900, 9.00, 0.00,4, 1.00, 206.00, 139.00, 213, 192,
 200, 13.00, 1.00,3, 2.00, 209.00, 23.00, 44, 42,
 700, 9.00, 1.00,3, 1.00, 228.00, 102.00, 163, 149,
 50, 22.00, 1.00,8, 3.00, 207.00, 6.00, 12, 10,
 300, 9.00, 1.00,3, 2.00, 210.00, 35.00, 66, 61,
 400, 9.00, 1.00,3, 1.00, 206.00, 47.00, 86, 79,
 500, 12.00, 1.00,4, 2.00, 207.00, 71.00, 108, 99,
 800, 9.00, 1.00,3, 1.00, 206.00, 119.00, 186, 169,
 100, 19.00, 1.00,6, 1.00, 208.00, 10.00, 22, 20,
 1000, 22.00, 1.00,6, 1.00, 206.00, 148.00, 228, 204,
