n,ach,cluster,projection,duality,init,cdtime,count(kCBP),count(real),
 10, 27.00, 1.00,26, 1.00, 4444.00, 0.00, 0, 0,
 600, 27.00, 1.00,26, 2.00, 4413.00, 26.00, 55, 41,
 900, 27.00, 1.00,26, 1.00, 4451.00, 49.00, 86, 62,
 200, 28.00, 0.00,26, 2.00, 4419.00, 12.00, 19, 14,
 700, 28.00, 1.00,26, 2.00, 4412.00, 41.00, 67, 48,
 50, 28.00, 1.00,26, 1.00, 4458.00, 0.00, 2, 1,
 300, 27.00, 1.00,26, 1.00, 4426.00, 15.00, 30, 20,
 400, 27.00, 1.00,26, 1.00, 4431.00, 17.00, 38, 27,
 500, 27.00, 1.00,26, 1.00, 4416.00, 22.00, 46, 33,
 800, 27.00, 1.00,27, 1.00, 4487.00, 42.00, 74, 55,
 100, 27.00, 1.00,26, 2.00, 4425.00, 7.00, 6, 3,
 1000, 27.00, 1.00,26, 2.00, 4416.00, 53.00, 90, 65,
