n,ach,cluster,projection,duality,init,cdtime,count(kCBP),count(real),
 10, 18.00, 1.00,16, 1.00, 2254.00, 1.00, 0, 0,
 600, 19.00, 0.00,17, 1.00, 2280.00, 55.00, 26, 13,
 900, 19.00, 0.00,17, 2.00, 2300.00, 96.00, 44, 21,
 200, 19.00, 0.00,17, 1.00, 2267.00, 13.00, 10, 4,
 700, 18.00, 0.00,17, 1.00, 2292.00, 72.00, 31, 16,
 50, 18.00, 1.00,16, 2.00, 2266.00, 3.00, 2, 0,
 300, 19.00, 0.00,17, 1.00, 2264.00, 23.00, 14, 7,
 400, 19.00, 0.00,17, 1.00, 2254.00, 31.00, 16, 8,
 500, 18.00, 0.00,17, 1.00, 2303.00, 47.00, 21, 10,
 800, 19.00, 0.00,16, 2.00, 2282.00, 81.00, 35, 18,
 100, 18.00, 1.00,17, 1.00, 2276.00, 7.00, 4, 2,
 1000, 18.00, 1.00,16, 2.00, 2289.00, 101.00, 45, 21,
