n,ach,cluster,projection,duality,init,cdtime,count(kCBP),count(real),
 10, 14.00, 0.00,10, 1.00, 1341.00, 2.00, 0, 0,
 600, 24.00, 0.00,11, 2.00, 1345.00, 82.00, 57, 48,
 900, 13.00, 1.00,10, 1.00, 1339.00, 122.00, 91, 70,
 200, 17.00, 1.00,12, 2.00, 1354.00, 25.00, 15, 13,
 700, 13.00, 1.00,10, 1.00, 1347.00, 89.00, 66, 53,
 50, 13.00, 1.00,10, 1.00, 1361.00, 7.00, 3, 2,
 300, 14.00, 0.00,11, 1.00, 1382.00, 36.00, 23, 20,
 400, 13.00, 1.00,11, 1.00, 1368.00, 50.00, 31, 26,
 500, 13.00, 1.00,10, 1.00, 1361.00, 67.00, 44, 36,
 800, 13.00, 1.00,10, 1.00, 1341.00, 105.00, 78, 62,
 100, 13.00, 0.00,10, 1.00, 1369.00, 11.00, 6, 4,
 1000, 14.00, 0.00,10, 1.00, 1339.00, 133.00, 94, 72,
