n,ach,cluster,projection,duality,init,cdtime,count(kCBP),count(real),
 10, 6.00, 1.00,1, 1.00, 101.00, 2.00, 5, 2,
 600, 9.00, 1.00,3, 3.00, 111.00, 42.00, 156, 122,
 900, 12.00, 1.00,2, 3.00, 106.00, 70.00, 243, 191,
 200, 13.00, 2.00,2, 2.00, 111.00, 15.00, 54, 43,
 700, 6.00, 0.00,1, 2.00, 101.00, 51.00, 187, 147,
 50, 5.00, 1.00,1, 2.00, 101.00, 5.00, 15, 11,
 300, 15.00, 2.00,2, 3.00, 106.00, 19.00, 76, 62,
 400, 6.00, 1.00,1, 1.00, 102.00, 27.00, 103, 82,
 500, 14.00, 1.00,3, 3.00, 109.00, 33.00, 129, 102,
 800, 6.00, 0.00,2, 1.00, 102.00, 60.00, 217, 170,
 100, 6.00, 1.00,1, 1.00, 101.00, 7.00, 25, 20,
 1000, 4.00, 1.00,1, 1.00, 101.00, 75.00, 259, 202,
