n,ach,cluster,projection,duality,init,cdtime,count(kCBP),count(real),
 10, 10.00, 0.00,4, 1.00, 208.00, 4.00, 2, 2,
 600, 11.00, 0.00,4, 1.00, 211.00, 136.00, 133, 121,
 900, 12.00, 1.00,5, 3.00, 216.00, 214.00, 215, 192,
 200, 21.00, 2.00,5, 1.00, 206.00, 39.00, 45, 42,
 700, 12.00, 0.00,4, 2.00, 207.00, 161.00, 165, 149,
 50, 10.00, 1.00,5, 2.00, 208.00, 10.00, 12, 10,
 300, 22.00, 1.00,8, 3.00, 215.00, 58.00, 67, 61,
 400, 11.00, 1.00,4, 1.00, 206.00, 78.00, 87, 79,
 500, 22.00, 1.00,8, 3.00, 209.00, 114.00, 109, 99,
 800, 10.00, 1.00,3, 2.00, 207.00, 185.00, 188, 169,
 100, 22.00, 1.00,8, 1.00, 211.00, 18.00, 23, 20,
 1000, 9.00, 1.00,3, 2.00, 207.00, 231.00, 230, 204,
