n,ach,cluster,projection,duality,init,cdtime,count(kCBP),count(real),
 10, 19.00, 0.00,17, 1.00, 2267.00, 1.00, 0, 0,
 600, 18.00, 0.00,17, 1.00, 2245.00, 54.00, 26, 13,
 900, 18.00, 1.00,16, 2.00, 2236.00, 94.00, 44, 21,
 200, 18.00, 1.00,16, 1.00, 2254.00, 14.00, 10, 4,
 700, 18.00, 0.00,17, 1.00, 2285.00, 71.00, 31, 16,
 50, 19.00, 0.00,17, 1.00, 2255.00, 3.00, 2, 0,
 300, 18.00, 0.00,17, 1.00, 2248.00, 23.00, 14, 7,
 400, 18.00, 0.00,17, 1.00, 2249.00, 32.00, 16, 8,
 500, 19.00, 0.00,17, 1.00, 2272.00, 43.00, 21, 10,
 800, 18.00, 1.00,16, 2.00, 2236.00, 80.00, 35, 18,
 100, 18.00, 1.00,17, 1.00, 2269.00, 6.00, 4, 2,
 1000, 18.00, 0.00,17, 1.00, 2250.00, 102.00, 45, 21,
