n,ach,cluster,projection,duality,init,cdtime,count(kCBP),count(real),
 10, 6.00, 1.00,1, 1.00, 102.00, 4.00, 5, 2,
 600, 13.00, 2.00,3, 3.00, 107.00, 124.00, 156, 122,
 900, 8.00, 2.00,2, 3.00, 109.00, 193.00, 243, 191,
 200, 5.00, 1.00,1, 1.00, 102.00, 42.00, 54, 43,
 700, 6.00, 1.00,1, 1.00, 103.00, 144.00, 187, 147,
 50, 13.00, 2.00,2, 3.00, 107.00, 12.00, 15, 11,
 300, 14.00, 2.00,3, 3.00, 112.00, 57.00, 76, 62,
 400, 6.00, 1.00,1, 3.00, 113.00, 79.00, 103, 82,
 500, 6.00, 1.00,1, 1.00, 102.00, 102.00, 129, 102,
 800, 5.00, 1.00,1, 1.00, 105.00, 172.00, 217, 170,
 100, 6.00, 1.00,1, 1.00, 102.00, 21.00, 25, 20,
 1000, 13.00, 2.00,3, 3.00, 107.00, 210.00, 259, 202,
