n,ach,cluster,projection,duality,init,cdtime,count(kCBP),count(real),
 10, 19.00, 0.00,17, 2.00, 2288.00, 0.00, 0, 0,
 600, 18.00, 1.00,16, 1.00, 2259.00, 11.00, 26, 13,
 900, 18.00, 0.00,17, 1.00, 2235.00, 28.00, 44, 21,
 200, 18.00, 0.00,18, 1.00, 2259.00, 3.00, 10, 4,
 700, 19.00, 1.00,16, 1.00, 2236.00, 19.00, 31, 16,
 50, 19.00, 1.00,18, 1.00, 2278.00, 3.00, 2, 0,
 300, 19.00, 0.00,17, 1.00, 2254.00, 5.00, 14, 7,
 400, 18.00, 0.00,17, 1.00, 2242.00, 6.00, 16, 8,
 500, 20.00, 0.00,19, 1.00, 2236.00, 8.00, 21, 10,
 800, 19.00, 0.00,16, 2.00, 2237.00, 20.00, 35, 18,
 100, 18.00, 1.00,16, 2.00, 2278.00, 2.00, 4, 2,
 1000, 18.00, 0.00,17, 1.00, 2238.00, 27.00, 45, 21,
