n,init(kDOPTree),CD(kDOPTree),count(real),
 10, 3740.00,2.00, 3,
 600, 3734.00,66.00, 150,
 900, 3734.00,93.00, 162,
 200, 3737.00,21.00, 36,
 700, 3735.00,73.00, 147,
 50, 3731.00,5.00, 7,
 300, 3734.00,31.00, 49,
 400, 3721.00,41.00, 66,
 500, 3732.00,53.00, 100,
 800, 3727.00,80.00, 121,
 100, 3730.00,10.00, 23,
 1000, 3737.00,109.00, 210,
