n,init(kDOPTree),CD(kDOPTree),count(real),
 10, 15686.00,3.00, 2,
 600, 15701.00,157.00, 99,
 900, 15668.00,194.00, 120,
 200, 15671.00,24.00, 27,
 700, 15697.00,103.00, 89,
 50, 15674.00,5.00, 3,
 300, 15684.00,35.00, 28,
 400, 15687.00,60.00, 42,
 500, 15629.00,66.00, 61,
 800, 15692.00,103.00, 79,
 100, 15673.00,14.00, 15,
 1000, 15672.00,154.00, 139,
