n,init(kDOPTree),CD(kDOPTree),count(real),
 10, 932.00,1.00, 2,
 600, 929.00,62.00, 139,
 900, 921.00,89.00, 161,
 200, 924.00,20.00, 40,
 700, 925.00,70.00, 139,
 50, 927.00,5.00, 5,
 300, 925.00,31.00, 55,
 400, 927.00,41.00, 82,
 500, 927.00,51.00, 104,
 800, 924.00,79.00, 122,
 100, 926.00,10.00, 21,
 1000, 927.00,100.00, 209,
