n,init(kDOPTree),CD(kDOPTree),count(real),
 10, 39180.00,1.00, 0,
 600, 39082.00,64.00, 37,
 900, 39568.00,108.00, 61,
 200, 39237.00,25.00, 14,
 700, 39201.00,81.00, 40,
 50, 39103.00,5.00, 0,
 300, 39246.00,38.00, 17,
 400, 39287.00,52.00, 16,
 500, 39123.00,56.00, 26,
 800, 39084.00,82.00, 36,
 100, 39344.00,12.00, 7,
 1000, 39178.00,114.00, 59,
