n,init(kDOPTree),CD(kDOPTree),count(real),
 10, 21489.00,1.00, 0,
 600, 21508.00,62.00, 13,
 900, 21483.00,97.00, 20,
 200, 21478.00,20.00, 6,
 700, 21483.00,68.00, 14,
 50, 21483.00,5.00, 0,
 300, 21507.00,27.00, 6,
 400, 21500.00,38.00, 5,
 500, 21541.00,54.00, 10,
 800, 21486.00,80.00, 10,
 100, 21492.00,13.00, 3,
 1000, 21512.00,100.00, 19,
