n,init(kDOPTree),CD(kDOPTree),count(real),
 10, 930.00,1.00, 2,
 600, 925.00,62.00, 139,
 900, 924.00,89.00, 161,
 200, 924.00,20.00, 40,
 700, 925.00,72.00, 139,
 50, 924.00,5.00, 5,
 300, 923.00,31.00, 55,
 400, 928.00,40.00, 82,
 500, 924.00,51.00, 104,
 800, 924.00,79.00, 122,
 100, 925.00,11.00, 21,
 1000, 926.00,100.00, 209,
