n,init(kDOPTree),CD(kDOPTree),count(real),
 10, 12558.00,1.00, 1,
 600, 12586.00,65.00, 43,
 900, 12640.00,91.00, 57,
 200, 12670.00,20.00, 13,
 700, 12648.00,72.00, 45,
 50, 12670.00,4.00, 0,
 300, 12646.00,33.00, 21,
 400, 12696.00,43.00, 22,
 500, 12563.00,52.00, 34,
 800, 12576.00,80.00, 36,
 100, 12929.00,11.00, 8,
 1000, 12552.00,103.00, 75,
