n,init(kDOPTree),CD(kDOPTree),count(real),
 10, 157205.00,2.00, 1,
 600, 156901.00,72.00, 49,
 900, 157154.00,110.00, 60,
 200, 157151.00,22.00, 14,
 700, 157087.00,83.00, 34,
 50, 157136.00,5.00, 0,
 300, 156942.00,34.00, 20,
 400, 156850.00,46.00, 23,
 500, 157200.00,60.00, 42,
 800, 157518.00,93.00, 38,
 100, 157252.00,11.00, 7,
 1000, 157106.00,115.00, 79,
