n,init(kDOPTree),CD(kDOPTree),count(real),
 10, 39848.00,1.00, 0,
 600, 39168.00,64.00, 37,
 900, 39470.00,107.00, 61,
 200, 39426.00,25.00, 14,
 700, 39553.00,80.00, 40,
 50, 39435.00,6.00, 0,
 300, 39562.00,37.00, 17,
 400, 39167.00,52.00, 16,
 500, 39107.00,56.00, 26,
 800, 39108.00,82.00, 36,
 100, 39663.00,12.00, 7,
 1000, 39183.00,115.00, 59,
