n,init(kDOPTree),CD(kDOPTree),count(real),
 10, 21492.00,1.00, 0,
 600, 21545.00,61.00, 13,
 900, 21507.00,97.00, 20,
 200, 21460.00,24.00, 6,
 700, 21494.00,68.00, 14,
 50, 21454.00,6.00, 0,
 300, 21509.00,29.00, 6,
 400, 21507.00,37.00, 5,
 500, 21505.00,54.00, 10,
 800, 21505.00,80.00, 10,
 100, 21492.00,13.00, 3,
 1000, 21516.00,101.00, 19,
