n,init(kDOPTree),CD(kDOPTree),count(real),
 10, 15684.00,3.00, 2,
 600, 15683.00,143.00, 99,
 900, 15657.00,193.00, 120,
 200, 15697.00,24.00, 27,
 700, 15675.00,102.00, 89,
 50, 15681.00,5.00, 3,
 300, 15669.00,35.00, 28,
 400, 15678.00,60.00, 42,
 500, 15684.00,66.00, 61,
 800, 15680.00,104.00, 79,
 100, 15710.00,14.00, 15,
 1000, 15703.00,155.00, 139,
