n,init(kDOPTree),CD(kDOPTree),count(real),
 10, 3729.00,2.00, 3,
 600, 3733.00,65.00, 150,
 900, 3731.00,92.00, 162,
 200, 3731.00,21.00, 36,
 700, 3720.00,74.00, 147,
 50, 3726.00,6.00, 7,
 300, 3731.00,31.00, 49,
 400, 3733.00,42.00, 66,
 500, 3732.00,54.00, 100,
 800, 3730.00,80.00, 121,
 100, 3726.00,11.00, 23,
 1000, 3744.00,110.00, 210,
