n,init(kDOPTree),CD(kDOPTree),count(real),
 10, 157609.00,1.00, 1,
 600, 157579.00,72.00, 49,
 900, 157439.00,107.00, 60,
 200, 157569.00,22.00, 14,
 700, 157444.00,84.00, 34,
 50, 157613.00,4.00, 0,
 300, 157427.00,35.00, 20,
 400, 157591.00,45.00, 23,
 500, 157592.00,61.00, 42,
 800, 157474.00,93.00, 38,
 100, 157581.00,11.00, 7,
 1000, 157635.00,113.00, 79,
