n,init(kDOPTree),CD(kDOPTree),count(real),
 10, 3730.00,1.00, 3,
 600, 3724.00,64.00, 150,
 900, 3735.00,93.00, 162,
 200, 3732.00,22.00, 36,
 700, 3732.00,74.00, 147,
 50, 3718.00,5.00, 7,
 300, 3727.00,31.00, 49,
 400, 3726.00,41.00, 66,
 500, 3733.00,55.00, 100,
 800, 3763.00,81.00, 121,
 100, 3735.00,10.00, 23,
 1000, 3737.00,110.00, 210,
