n,init(kDOPTree),CD(kDOPTree),count(real),
 10, 21491.00,1.00, 0,
 600, 21450.00,62.00, 13,
 900, 21492.00,97.00, 20,
 200, 21464.00,21.00, 6,
 700, 21506.00,68.00, 14,
 50, 21436.00,5.00, 0,
 300, 21451.00,28.00, 6,
 400, 21445.00,37.00, 5,
 500, 21458.00,53.00, 10,
 800, 21508.00,80.00, 10,
 100, 21459.00,12.00, 3,
 1000, 21497.00,103.00, 19,
