n,init(kDOPTree),CD(kDOPTree),count(real),
 10, 157697.00,2.00, 1,
 600, 157606.00,73.00, 49,
 900, 157569.00,108.00, 60,
 200, 157649.00,23.00, 14,
 700, 157621.00,85.00, 34,
 50, 157622.00,5.00, 0,
 300, 157507.00,34.00, 20,
 400, 157824.00,46.00, 23,
 500, 157439.00,60.00, 42,
 800, 157560.00,93.00, 38,
 100, 157641.00,10.00, 7,
 1000, 157522.00,113.00, 79,
