n,init(kDOPTree),CD(kDOPTree),count(real),
 10, 12741.00,1.00, 1,
 600, 12660.00,64.00, 43,
 900, 12660.00,91.00, 57,
 200, 12639.00,20.00, 13,
 700, 12710.00,72.00, 45,
 50, 12724.00,5.00, 0,
 300, 12740.00,32.00, 21,
 400, 12831.00,42.00, 22,
 500, 12648.00,53.00, 34,
 800, 12668.00,83.00, 36,
 100, 12641.00,11.00, 8,
 1000, 12565.00,104.00, 75,
