n,init(kDOPTree),CD(kDOPTree),count(real),
 10, 3746.00,2.00, 3,
 600, 3737.00,64.00, 150,
 900, 3733.00,93.00, 162,
 200, 3730.00,22.00, 36,
 700, 3760.00,73.00, 147,
 50, 3739.00,5.00, 7,
 300, 3734.00,31.00, 49,
 400, 3723.00,42.00, 66,
 500, 3730.00,54.00, 100,
 800, 3723.00,81.00, 121,
 100, 3737.00,11.00, 23,
 1000, 3726.00,109.00, 210,
