n,init(kDOPTree),CD(kDOPTree),count(real),
 10, 157703.00,2.00, 1,
 600, 157697.00,73.00, 49,
 900, 157641.00,107.00, 60,
 200, 157730.00,22.00, 14,
 700, 157821.00,85.00, 34,
 50, 157826.00,5.00, 0,
 300, 157762.00,33.00, 20,
 400, 157661.00,46.00, 23,
 500, 157718.00,60.00, 42,
 800, 157800.00,93.00, 38,
 100, 157771.00,11.00, 7,
 1000, 157601.00,113.00, 79,
