n,init(kDOPTree),CD(kDOPTree),count(real),
 10, 3745.00,1.00, 3,
 600, 3730.00,65.00, 150,
 900, 3727.00,92.00, 162,
 200, 3732.00,22.00, 36,
 700, 3729.00,74.00, 147,
 50, 3728.00,5.00, 7,
 300, 3732.00,31.00, 49,
 400, 3724.00,42.00, 66,
 500, 3731.00,53.00, 100,
 800, 3737.00,81.00, 121,
 100, 3726.00,10.00, 23,
 1000, 3737.00,109.00, 210,
