n,init(kDOPTree),CD(kDOPTree),count(real),
 10, 39253.00,1.00, 0,
 600, 40115.00,67.00, 37,
 900, 39905.00,109.00, 61,
 200, 39220.00,28.00, 14,
 700, 40012.00,80.00, 40,
 50, 39188.00,5.00, 0,
 300, 40105.00,37.00, 17,
 400, 40066.00,52.00, 16,
 500, 39984.00,59.00, 26,
 800, 40030.00,84.00, 36,
 100, 39161.00,12.00, 7,
 1000, 39781.00,114.00, 59,
