n,init(kDOPTree),CD(kDOPTree),count(real),
 10, 931.00,1.00, 2,
 600, 926.00,61.00, 139,
 900, 927.00,89.00, 161,
 200, 926.00,20.00, 40,
 700, 928.00,71.00, 139,
 50, 923.00,5.00, 5,
 300, 921.00,30.00, 55,
 400, 927.00,40.00, 82,
 500, 928.00,51.00, 104,
 800, 925.00,79.00, 122,
 100, 925.00,10.00, 21,
 1000, 925.00,101.00, 209,
