n,init(kDOPTree),CD(kDOPTree),count(real),
 10, 15678.00,3.00, 2,
 600, 15676.00,141.00, 99,
 900, 15634.00,194.00, 120,
 200, 15699.00,24.00, 27,
 700, 15650.00,101.00, 89,
 50, 15669.00,5.00, 3,
 300, 15701.00,35.00, 28,
 400, 15672.00,59.00, 42,
 500, 15661.00,66.00, 61,
 800, 15634.00,104.00, 79,
 100, 15685.00,14.00, 15,
 1000, 15634.00,153.00, 139,
