model,CT(Box),CT(Sphere),CT(kDop),CT(kCBP),CT(Convexhull),init(Box),init(Sphere),init(kDop),init(kCBP),init(Convexhull),CD(Box),CD(Sphere),CD(kDop),CD(kCBP),CD(Convexhull),hitRate(Box),hitRate(Sphere),hitRate(kDop),hitRate(kCBP),hitRate(Convexhull),initAfterBox(kDop),initAfterBox(kCBP),initAfterBox(Convexhull),CDAfterBox(kDop),CDAfterBox(kCBP),CDAfterBox(Convexhull),ModelCDNum,point,triangle,
models/happy_buddha.obj , 2.00, 3.00, 29.00, 69.00, 302.00, 747.20, 971.76, 458.72, 474.72, 567.92, 0.00, 0.00, 0.00, 0.00, 0.00, 0.3333, 0.2308, 0.7500, 1.0000, 1.0000, 458.72, 474.72, 567.92, 0.00, 0.00, 0.00, 3, 24810, 50000,
models/dinosaur.obj , 3.00, 5.00, 49.00, 92.00, 516.00, 625.40, 1125.32, 258.76, 267.36, 352.16, 0.00, 0.00, 0.00, 0.00, 0.00, 0.3333, 0.0909, 1.0000, 1.0000, 1.0000, 258.76, 267.36, 352.16, 0.00, 0.00, 0.00, 1, 40277, 80554,
models/bunny2.obj , 0.00, 0.00, 4.00, 22.00, 78.00, 94.52, 122.32, 69.44, 87.24, 119.76, 0.00, 1.00, 0.00, 0.00, 0.00, 0.4167, 0.3571, 0.7692, 0.7143, 0.8333, 69.44, 87.24, 119.76, 0.00, 0.00, 0.00, 10, 2503, 4968,
models/alice.obj , 14.00, 27.00, 266.00, 468.00, 2181.00, 3518.32, 6597.60, 2713.36, 2778.00, 3326.16, 4.00, 3.00, 2.00, 3.00, 2.00, 0.7500, 0.2143, 1.0000, 1.0000, 1.0000, 2713.36, 2778.00, 3326.16, 2.00, 3.00, 2.00, 3, 224291, 264046,
models/dragon.obj , 6.00, 11.00, 105.00, 188.00, 964.00, 3187.68, 5313.80, 2512.44, 2542.32, 2821.68, 1.00, 0.00, 0.00, 0.00, 0.00, 0.6000, 0.4000, 0.8571, 1.0000, 1.0000, 2512.44, 2542.32, 2821.68, 0.00, 0.00, 0.00, 6, 87257, 174281,
models/apple.obj , 1.00, 1.00, 10.00, 48.00, 116.00, 134.92, 123.76, 105.24, 123.48, 156.12, 0.00, 0.00, 0.00, 0.00, 0.00, 0.6667, 0.6667, 0.8889, 1.0000, 1.0000, 105.24, 123.48, 156.12, 0.00, 0.00, 0.00, 8, 8118, 9380,
models/hand.obj , 4.00, 8.00, 78.00, 146.00, 1019.00, 1769.40, 3286.60, 1535.04, 1554.08, 1546.32, 0.00, 0.00, 0.00, 1.00, 0.00, 0.2857, 0.1429, 0.5000, 0.5000, 0.6667, 1535.04, 1554.08, 1546.32, 0.00, 1.00, 0.00, 2, 64349, 128314,
