model,CT(Box),CT(Sphere),CT(kDop),CT(kCBP),CT(Convexhull),init(Box),init(Sphere),init(kDop),init(kCBP),init(Convexhull),CD(Box),CD(Sphere),CD(kDop),CD(kCBP),CD(Convexhull),hitRate(Box),hitRate(Sphere),hitRate(kDop),hitRate(kCBP),hitRate(Convexhull),initAfterBox(kDop),initAfterBox(kCBP),initAfterBox(Convexhull),CDAfterBox(kDop),CDAfterBox(kCBP),CDAfterBox(Convexhull),ModelCDNum,point,triangle,
models/happy_buddha.obj , 7.00, 15.00, 80.00, 214.00, 1205.00, 6554.20, 6859.80, 6394.40, 5693.92, 6194.00, 3.00, 3.00, 4.00, 3.00, 4.00, 0.3690, 0.2480, 0.5536, 0.7294, 0.8857, 6394.40, 5693.92, 6194.00, 4.00, 3.00, 4.00, 62, 24810, 50000,
models/dinosaur.obj , 6.00, 10.00, 65.00, 155.00, 1010.00, 2816.14, 4897.20, 1740.42, 1659.64, 1930.76, 1.00, 0.00, 0.00, 0.00, 0.00, 0.3333, 0.1163, 0.6250, 0.7143, 0.8333, 1740.42, 1659.64, 1930.76, 0.00, 0.00, 0.00, 5, 40277, 80554,
models/bunny2.obj , 0.00, 2.00, 9.00, 84.00, 314.00, 526.71, 545.00, 513.72, 581.04, 793.28, 3.00, 3.00, 3.00, 4.00, 5.00, 0.4806, 0.3515, 0.6708, 0.7419, 0.8895, 513.72, 581.04, 793.28, 3.00, 4.00, 5.00, 161, 2503, 4968,
models/alice.obj , 14.00, 27.00, 176.00, 394.00, 2159.00, 3471.60, 6510.00, 2649.52, 2719.28, 3284.08, 4.00, 2.00, 3.00, 2.00, 2.00, 0.7500, 0.2143, 1.0000, 1.0000, 1.0000, 2649.52, 2719.28, 3284.08, 3.00, 2.00, 2.00, 3, 224291, 264046,
models/dragon.obj , 9.00, 15.00, 96.00, 251.00, 1328.00, 7059.86, 9886.20, 6400.63, 6489.20, 7104.63, 0.00, 0.00, 0.00, 1.00, 0.00, 0.6316, 0.4000, 0.7500, 0.9231, 0.9231, 6400.63, 6489.20, 7104.63, 0.00, 1.00, 0.00, 12, 87257, 174281,
models/apple.obj , 3.00, 4.00, 26.00, 128.00, 464.00, 1030.65, 1053.75, 1007.63, 1102.49, 1414.97, 6.00, 5.00, 6.00, 6.00, 6.00, 0.7727, 0.6667, 0.8947, 0.8995, 0.9765, 1007.63, 1102.49, 1414.97, 6.00, 6.00, 6.00, 170, 8118, 9380,
models/hand.obj , 8.00, 15.00, 104.00, 256.00, 1997.00, 9715.10, 10717.70, 7548.12, 7168.88, 6535.66, 1.00, 0.00, 1.00, 0.00, 0.00, 0.2059, 0.1400, 0.3182, 0.4667, 0.6364, 7548.12, 7168.88, 6535.66, 1.00, 0.00, 0.00, 7, 64349, 128314,
