model,CT(Box),CT(Sphere),CT(kDop),CT(kCBP),CT(Convexhull),init(Box),init(Sphere),init(kDop),init(kCBP),init(Convexhull),CD(Box),CD(Sphere),CD(kDop),CD(kCBP),CD(Convexhull),hitRate(Box),hitRate(Sphere),hitRate(kDop),hitRate(kCBP),hitRate(Convexhull),initAfterBox(kDop),initAfterBox(kCBP),initAfterBox(Convexhull),CDAfterBox(kDop),CDAfterBox(kCBP),CDAfterBox(Convexhull),ModelCDNum,point,triangle,
models/happy_buddha.obj , 6.00, 13.00, 78.00, 216.00, 1211.00, 6559.36, 6864.24, 6398.59, 5700.86, 6204.11, 4.00, 2.00, 4.00, 3.00, 5.00, 0.3690, 0.2480, 0.5536, 0.7294, 0.8857, 6398.59, 5700.86, 6204.11, 4.00, 3.00, 5.00, 62, 24810, 50000,
models/dinosaur.obj , 6.00, 10.00, 64.00, 157.00, 1024.00, 2815.68, 4896.40, 1739.68, 1660.30, 1936.96, 1.00, 0.00, 0.00, 0.00, 0.00, 0.3333, 0.1163, 0.6250, 0.7143, 0.8333, 1739.68, 1660.30, 1936.96, 0.00, 0.00, 0.00, 5, 40277, 80554,
models/bunny2.obj , 1.00, 1.00, 8.00, 85.00, 317.00, 528.68, 545.00, 513.68, 582.93, 797.09, 3.00, 3.00, 4.00, 4.00, 5.00, 0.4806, 0.3515, 0.6708, 0.7419, 0.8895, 513.68, 582.93, 797.09, 4.00, 4.00, 5.00, 161, 2503, 4968,
models/alice.obj , 14.00, 27.00, 176.00, 396.00, 2130.00, 3498.80, 6561.00, 2669.92, 2740.32, 3295.20, 4.00, 3.00, 3.00, 3.00, 2.00, 0.7500, 0.2143, 1.0000, 1.0000, 1.0000, 2669.92, 2740.32, 3295.20, 3.00, 3.00, 2.00, 3, 224291, 264046,
models/dragon.obj , 8.00, 15.00, 96.00, 227.00, 1333.00, 7126.86, 9981.40, 6461.83, 6536.69, 7168.69, 0.00, 0.00, 0.00, 1.00, 0.00, 0.6316, 0.4000, 0.7500, 0.9231, 0.9231, 6461.83, 6536.69, 7168.69, 0.00, 1.00, 0.00, 12, 87257, 174281,
models/apple.obj , 3.00, 5.00, 28.00, 129.00, 462.00, 1029.72, 1053.80, 1008.60, 1102.53, 1412.22, 6.00, 5.00, 6.00, 6.00, 5.00, 0.7727, 0.6667, 0.8947, 0.8995, 0.9765, 1008.60, 1102.53, 1412.22, 6.00, 6.00, 5.00, 170, 8118, 9380,
models/hand.obj , 8.00, 16.00, 101.00, 236.00, 2006.00, 9700.28, 10702.36, 7534.38, 7142.64, 6535.08, 1.00, 0.00, 0.00, 1.00, 1.00, 0.2059, 0.1400, 0.3182, 0.4667, 0.6364, 7534.38, 7142.64, 6535.08, 0.00, 1.00, 1.00, 7, 64349, 128314,
