model,CT(Box),CT(Sphere),CT(kDop),CT(kCBP),CT(Convexhull),init(Box),init(Sphere),init(kDop),init(kCBP),init(Convexhull),CD(Box),CD(Sphere),CD(kDop),CD(kCBP),CD(Convexhull),hitRate(Box),hitRate(Sphere),hitRate(kDop),hitRate(kCBP),hitRate(Convexhull),initAfterBox(kDop),initAfterBox(kCBP),initAfterBox(Convexhull),CDAfterBox(kDop),CDAfterBox(kCBP),CDAfterBox(Convexhull),ModelCDNum,point,triangle,
models/happy_buddha.obj , 7.00, 12.00, 78.00, 214.00, 1207.00, 6667.72, 6975.48, 6502.29, 5789.38, 6284.77, 4.00, 3.00, 4.00, 3.00, 4.00, 0.3690, 0.2480, 0.5536, 0.7294, 0.8857, 6502.29, 5789.38, 6284.77, 4.00, 3.00, 4.00, 62, 24810, 50000,
models/dinosaur.obj , 6.00, 11.00, 65.00, 159.00, 1027.00, 2819.82, 4904.60, 1742.66, 1663.56, 1940.50, 0.00, 0.00, 1.00, 0.00, 0.00, 0.3333, 0.1163, 0.6250, 0.7143, 0.8333, 1742.66, 1663.56, 1940.50, 1.00, 0.00, 0.00, 5, 40277, 80554,
models/bunny2.obj , 1.00, 1.00, 8.00, 81.00, 314.00, 529.65, 546.00, 514.61, 579.97, 795.08, 3.00, 4.00, 3.00, 4.00, 5.00, 0.4806, 0.3515, 0.6708, 0.7419, 0.8895, 514.61, 579.97, 795.08, 3.00, 4.00, 5.00, 161, 2503, 4968,
models/alice.obj , 14.00, 28.00, 178.00, 395.00, 2173.00, 3513.52, 6589.60, 2681.60, 2751.04, 3320.00, 4.00, 3.00, 3.00, 3.00, 2.00, 0.7500, 0.2143, 1.0000, 1.0000, 1.0000, 2681.60, 2751.04, 3320.00, 3.00, 3.00, 2.00, 3, 224291, 264046,
models/dragon.obj , 8.00, 15.00, 98.00, 221.00, 1386.00, 7177.14, 10051.80, 6508.23, 6578.51, 7244.23, 1.00, 0.00, 0.00, 0.00, 0.00, 0.6316, 0.4000, 0.7500, 0.9231, 0.9231, 6508.23, 6578.51, 7244.23, 0.00, 0.00, 0.00, 12, 87257, 174281,
models/apple.obj , 2.00, 4.00, 26.00, 129.00, 486.00, 1026.86, 1050.90, 1004.96, 1100.75, 1432.76, 5.00, 6.00, 5.00, 6.00, 6.00, 0.7727, 0.6667, 0.8947, 0.8995, 0.9765, 1004.96, 1100.75, 1432.76, 5.00, 6.00, 6.00, 170, 8118, 9380,
models/hand.obj , 8.00, 15.00, 104.00, 253.00, 1999.00, 9857.84, 10875.08, 7657.92, 7269.02, 6610.42, 1.00, 0.00, 0.00, 1.00, 1.00, 0.2059, 0.1400, 0.3182, 0.4667, 0.6364, 7657.92, 7269.02, 6610.42, 0.00, 1.00, 1.00, 7, 64349, 128314,
