model,CT(Box),CT(Sphere),CT(kDop),CT(kCBP),CT(Convexhull),init(Box),init(Sphere),init(kDop),init(kCBP),init(Convexhull),CD(Box),CD(Sphere),CD(kDop),CD(kCBP),CD(Convexhull),hitRate(Box),hitRate(Sphere),hitRate(kDop),hitRate(kCBP),hitRate(Convexhull),initAfterBox(kDop),initAfterBox(kCBP),initAfterBox(Convexhull),CDAfterBox(kDop),CDAfterBox(kCBP),CDAfterBox(Convexhull),ModelCDNum,point,triangle,
models/happy_buddha.obj , 2.00, 3.00, 29.00, 63.00, 308.00, 752.40, 978.52, 461.84, 475.44, 573.44, 0.00, 0.00, 0.00, 0.00, 1.00, 0.3333, 0.2308, 0.7500, 1.0000, 1.0000, 461.84, 475.44, 573.44, 0.00, 0.00, 1.00, 3, 24810, 50000,
models/dinosaur.obj , 3.00, 5.00, 50.00, 93.00, 507.00, 615.40, 1107.32, 254.96, 263.56, 346.36, 0.00, 0.00, 0.00, 0.00, 0.00, 0.3333, 0.0909, 1.0000, 1.0000, 1.0000, 254.96, 263.56, 346.36, 0.00, 0.00, 0.00, 1, 40277, 80554,
models/bunny2.obj , 0.00, 0.00, 3.00, 23.00, 78.00, 93.16, 120.56, 67.80, 86.88, 118.80, 0.00, 0.00, 0.00, 0.00, 0.00, 0.4167, 0.3571, 0.7692, 0.7143, 0.8333, 67.80, 86.88, 118.80, 0.00, 0.00, 0.00, 10, 2503, 4968,
models/alice.obj , 14.00, 28.00, 265.00, 468.00, 2173.00, 3537.84, 6635.20, 2727.68, 2792.64, 3338.24, 3.00, 3.00, 3.00, 3.00, 2.00, 0.7500, 0.2143, 1.0000, 1.0000, 1.0000, 2727.68, 2792.64, 3338.24, 3.00, 3.00, 2.00, 3, 224291, 264046,
models/dragon.obj , 6.00, 11.00, 102.00, 188.00, 978.00, 3193.80, 5324.00, 2516.12, 2547.08, 2831.48, 0.00, 0.00, 0.00, 0.00, 0.00, 0.6000, 0.4000, 0.8571, 1.0000, 1.0000, 2516.12, 2547.08, 2831.48, 0.00, 0.00, 0.00, 6, 87257, 174281,
models/apple.obj , 0.00, 1.00, 10.00, 51.00, 116.00, 132.96, 122.88, 104.52, 124.20, 155.40, 1.00, 0.00, 0.00, 0.00, 0.00, 0.6667, 0.6667, 0.8889, 1.0000, 1.0000, 104.52, 124.20, 155.40, 0.00, 0.00, 0.00, 8, 8118, 9380,
models/hand.obj , 4.00, 8.00, 75.00, 141.00, 998.00, 1742.52, 3236.68, 1511.16, 1529.64, 1521.24, 0.00, 0.00, 0.00, 0.00, 0.00, 0.2857, 0.1429, 0.5000, 0.5000, 0.6667, 1511.16, 1529.64, 1521.24, 0.00, 0.00, 0.00, 2, 64349, 128314,
