model,CT(Box),CT(Sphere),CT(kDop),CT(kCBP),CT(Convexhull),init(Box),init(Sphere),init(kDop),init(kCBP),init(Convexhull),CD(Box),CD(Sphere),CD(kDop),CD(kCBP),CD(Convexhull),hitRate(Box),hitRate(Sphere),hitRate(kDop),hitRate(kCBP),hitRate(Convexhull),initAfterBox(kDop),initAfterBox(kCBP),initAfterBox(Convexhull),CDAfterBox(kDop),CDAfterBox(kCBP),CDAfterBox(Convexhull),ModelCDNum,point,triangle,
models/happy_buddha.obj , 1.00, 3.00, 30.00, 71.00, 312.00, 751.00, 978.00, 462.00, 478.40, 574.80, 0.00, 0.00, 0.00, 0.00, 0.00, 0.3333, 0.2308, 0.7500, 1.0000, 1.0000, 462.00, 478.40, 574.80, 0.00, 0.00, 0.00, 3, 24810, 50000,
models/dinosaur.obj , 3.00, 5.00, 49.00, 91.00, 509.00, 616.00, 1108.40, 255.00, 263.40, 347.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.3333, 0.0909, 1.0000, 1.0000, 1.0000, 255.00, 263.40, 347.00, 0.00, 0.00, 0.00, 1, 40277, 80554,
models/bunny2.obj , 0.00, 0.00, 4.00, 23.00, 78.00, 93.16, 120.56, 68.48, 86.88, 118.80, 0.00, 0.00, 1.00, 0.00, 0.00, 0.4167, 0.3571, 0.7692, 0.7143, 0.8333, 68.48, 86.88, 118.80, 1.00, 0.00, 0.00, 10, 2503, 4968,
models/alice.obj , 14.00, 27.00, 264.00, 466.00, 2153.00, 3494.00, 6552.00, 2694.48, 2759.12, 3298.96, 3.00, 3.00, 2.00, 3.00, 3.00, 0.7500, 0.2143, 1.0000, 1.0000, 1.0000, 2694.48, 2759.12, 3298.96, 2.00, 3.00, 3.00, 3, 224291, 264046,
models/dragon.obj , 6.00, 10.00, 105.00, 187.00, 960.00, 3185.88, 5309.80, 2511.04, 2540.56, 2818.84, 0.00, 0.00, 0.00, 0.00, 0.00, 0.6000, 0.4000, 0.8571, 1.0000, 1.0000, 2511.04, 2540.56, 2818.84, 0.00, 0.00, 0.00, 6, 87257, 174281,
models/apple.obj , 1.00, 1.00, 10.00, 36.00, 118.00, 133.00, 122.00, 103.80, 116.28, 155.64, 0.00, 0.00, 0.00, 0.00, 0.00, 0.6667, 0.6667, 0.8889, 1.0000, 1.0000, 103.80, 116.28, 155.64, 0.00, 0.00, 0.00, 8, 8118, 9380,
models/hand.obj , 5.00, 7.00, 74.00, 141.00, 1003.00, 1741.00, 3231.00, 1508.72, 1527.48, 1520.84, 0.00, 0.00, 0.00, 0.00, 0.00, 0.2857, 0.1429, 0.5000, 0.5000, 0.6667, 1508.72, 1527.48, 1520.84, 0.00, 0.00, 0.00, 2, 64349, 128314,
