n,init(kDOPTree),CD(kDOPTree),count(real),
 10, 22307.00,1.00, 0,
 600, 22405.00,58.00, 13,
 900, 22313.00,92.00, 21,
 200, 22426.00,19.00, 4,
 700, 22390.00,76.00, 16,
 50, 22491.00,5.00, 0,
 300, 22383.00,30.00, 7,
 400, 22295.00,39.00, 8,
 500, 22415.00,47.00, 10,
 800, 22347.00,79.00, 18,
 100, 22395.00,10.00, 2,
 1000, 22318.00,102.00, 21,
