n,init(kDOPTree),CD(kDOPTree),count(real),
10.00,951.60,1.20,2.00
600.00,948.00,60.40,122.00
900.00,944.80,93.40,191.00
200.00,952.80,20.40,43.00
700.00,945.60,70.60,147.00
50.00,948.60,5.00,11.00
300.00,952.40,30.40,62.00
400.00,942.20,44.80,82.00
500.00,941.60,50.60,102.00
800.00,945.40,81.60,170.00
100.00,948.60,10.40,20.00
1000.00,947.40,102.20,202.00
