n,init(kDOPTree),CD(kDOPTree),count(real),
 10, 12656.00,1.00, 0,
 600, 12687.00,64.00, 48,
 900, 12678.00,97.00, 70,
 200, 12632.00,23.00, 13,
 700, 12637.00,74.00, 53,
 50, 12655.00,5.00, 2,
 300, 12738.00,32.00, 20,
 400, 12639.00,43.00, 26,
 500, 12654.00,55.00, 36,
 800, 12670.00,87.00, 62,
 100, 12709.00,9.00, 4,
 1000, 12667.00,106.00, 72,
