n,init(kDOPTree),CD(kDOPTree),count(real),
 10, 944.00,1.00, 2,
 600, 955.00,61.00, 122,
 900, 942.00,94.00, 191,
 200, 962.00,20.00, 43,
 700, 956.00,71.00, 147,
 50, 942.00,5.00, 11,
 300, 954.00,30.00, 62,
 400, 941.00,39.00, 82,
 500, 942.00,50.00, 102,
 800, 960.00,82.00, 170,
 100, 959.00,10.00, 20,
 1000, 943.00,103.00, 202,
