n,init(kDOPTree),CD(kDOPTree),count(real),
 10, 12751.00,1.00, 0,
 600, 12760.00,66.00, 48,
 900, 12723.00,98.00, 70,
 200, 12666.00,22.00, 13,
 700, 12689.00,76.00, 53,
 50, 12673.00,5.00, 2,
 300, 12672.00,32.00, 20,
 400, 12782.00,42.00, 26,
 500, 12754.00,55.00, 36,
 800, 12790.00,86.00, 62,
 100, 12700.00,10.00, 4,
 1000, 12764.00,108.00, 72,
