n,init(kDOPTree),CD(kDOPTree),count(real),
10.00,22213.80,1.00,0.00
600.00,22182.80,57.00,13.00
900.00,22210.20,93.00,21.00
200.00,22209.80,19.00,4.00
700.00,22178.20,70.40,16.00
50.00,22229.20,5.00,0.00
300.00,22233.00,28.80,7.00
400.00,22184.20,38.40,8.00
500.00,22204.00,46.80,10.00
800.00,22172.40,77.60,18.00
100.00,22224.40,9.80,2.00
1000.00,22220.20,99.80,21.00
