n,init(kDOPTree),CD(kDOPTree),count(real),
 10, 943.00,1.00, 2,
 600, 941.00,61.00, 122,
 900, 941.00,92.00, 191,
 200, 941.00,21.00, 43,
 700, 942.00,71.00, 147,
 50, 943.00,5.00, 11,
 300, 939.00,31.00, 62,
 400, 939.00,41.00, 82,
 500, 941.00,50.00, 102,
 800, 944.00,81.00, 170,
 100, 942.00,10.00, 20,
 1000, 961.00,103.00, 202,
