n,init(kDOPTree),CD(kDOPTree),count(real),
 10, 957.00,1.00, 2,
 600, 961.00,59.00, 122,
 900, 956.00,94.00, 191,
 200, 945.00,21.00, 43,
 700, 942.00,70.00, 147,
 50, 941.00,5.00, 11,
 300, 940.00,30.00, 62,
 400, 938.00,40.00, 82,
 500, 942.00,51.00, 102,
 800, 939.00,82.00, 170,
 100, 940.00,11.00, 20,
 1000, 945.00,102.00, 202,
