n,init(kDOPTree),CD(kDOPTree),count(real),
 10, 39504.00,1.00, 0,
 600, 40260.00,88.00, 41,
 900, 39497.00,112.00, 62,
 200, 39513.00,24.00, 14,
 700, 40017.00,85.00, 48,
 50, 39578.00,5.00, 1,
 300, 39498.00,36.00, 20,
 400, 39600.00,49.00, 27,
 500, 39491.00,60.00, 33,
 800, 39568.00,98.00, 55,
 100, 39644.00,12.00, 3,
 1000, 39450.00,120.00, 64,
