n,init(kDOPTree),CD(kDOPTree),count(real),
10.00,39600.80,1.00,0.00
600.00,39739.40,75.00,41.00
900.00,39620.60,111.80,62.00
200.00,39553.00,24.60,14.00
700.00,39667.20,84.40,48.00
50.00,39625.00,5.20,1.00
300.00,39523.60,36.00,20.00
400.00,39557.20,49.60,27.00
500.00,39569.80,61.40,33.00
800.00,39546.20,98.20,55.00
100.00,39640.60,12.00,3.00
1000.00,39560.00,120.00,64.00
