n,init(kDOPTree),CD(kDOPTree),count(real),
 10, 3817.00,1.00, 1,
 600, 3792.00,66.00, 113,
 900, 3854.00,128.00, 182,
 200, 3835.00,23.00, 39,
 700, 3794.00,78.00, 141,
 50, 3819.00,5.00, 8,
 300, 3788.00,33.00, 56,
 400, 3798.00,45.00, 73,
 500, 3799.00,54.00, 92,
 800, 3805.00,88.00, 159,
 100, 3803.00,11.00, 18,
 1000, 3826.00,116.00, 194,
