n,init(kDOPTree),CD(kDOPTree),count(real),
 10, 22223.00,1.00, 0,
 600, 22174.00,57.00, 13,
 900, 22069.00,90.00, 21,
 200, 22216.00,18.00, 4,
 700, 22121.00,69.00, 16,
 50, 22199.00,5.00, 0,
 300, 22269.00,29.00, 7,
 400, 22107.00,38.00, 8,
 500, 22115.00,46.00, 10,
 800, 22050.00,77.00, 18,
 100, 22167.00,10.00, 2,
 1000, 22047.00,98.00, 21,
