n,init(kDOPTree),CD(kDOPTree),count(real),
 10, 39735.00,1.00, 0,
 600, 39572.00,72.00, 41,
 900, 39704.00,111.00, 62,
 200, 39598.00,23.00, 14,
 700, 39544.00,85.00, 48,
 50, 39784.00,6.00, 1,
 300, 39632.00,36.00, 20,
 400, 39562.00,50.00, 27,
 500, 39687.00,61.00, 33,
 800, 39535.00,98.00, 55,
 100, 39788.00,12.00, 3,
 1000, 39501.00,120.00, 64,
