n,init(kDOPTree),CD(kDOPTree),count(real),
 10, 3836.00,2.00, 1,
 600, 3795.00,67.00, 113,
 900, 3799.00,98.00, 182,
 200, 3825.00,22.00, 39,
 700, 3795.00,78.00, 141,
 50, 3798.00,6.00, 8,
 300, 3836.00,34.00, 56,
 400, 3818.00,45.00, 73,
 500, 3824.00,54.00, 92,
 800, 3813.00,88.00, 159,
 100, 3801.00,11.00, 18,
 1000, 3831.00,109.00, 194,
