n,init(kDOPTree),CD(kDOPTree),count(real),
 10, 22102.00,1.00, 0,
 600, 21964.00,57.00, 13,
 900, 22012.00,91.00, 21,
 200, 22061.00,18.00, 4,
 700, 22004.00,68.00, 16,
 50, 21998.00,5.00, 0,
 300, 22024.00,29.00, 7,
 400, 22032.00,38.00, 8,
 500, 22105.00,47.00, 10,
 800, 22038.00,77.00, 18,
 100, 21991.00,10.00, 2,
 1000, 22083.00,97.00, 21,
