n,init(kDOPTree),CD(kDOPTree),count(real),
 10, 22146.00,1.00, 0,
 600, 22087.00,56.00, 13,
 900, 22332.00,98.00, 21,
 200, 22058.00,20.00, 4,
 700, 22130.00,69.00, 16,
 50, 22181.00,4.00, 0,
 300, 22110.00,28.00, 7,
 400, 22183.00,38.00, 8,
 500, 22037.00,47.00, 10,
 800, 22188.00,77.00, 18,
 100, 22246.00,10.00, 2,
 1000, 22370.00,100.00, 21,
