n,init(kDOPTree),CD(kDOPTree),count(real),
 10, 3803.00,1.00, 1,
 600, 3816.00,66.00, 113,
 900, 3891.00,98.00, 182,
 200, 3795.00,22.00, 39,
 700, 3883.00,77.00, 141,
 50, 3799.00,5.00, 8,
 300, 3797.00,34.00, 56,
 400, 3810.00,45.00, 73,
 500, 3876.00,54.00, 92,
 800, 3841.00,88.00, 159,
 100, 3850.00,11.00, 18,
 1000, 3824.00,112.00, 194,
