n,init(kDOPTree),CD(kDOPTree),count(real),
 10, 12771.00,1.00, 0,
 600, 12784.00,67.00, 48,
 900, 12705.00,95.00, 70,
 200, 12775.00,23.00, 13,
 700, 12800.00,76.00, 53,
 50, 12691.00,6.00, 2,
 300, 12849.00,32.00, 20,
 400, 13000.00,42.00, 26,
 500, 12681.00,53.00, 36,
 800, 12719.00,87.00, 62,
 100, 12707.00,10.00, 4,
 1000, 12720.00,108.00, 72,
