n,init(kDOPTree),CD(kDOPTree),count(real),
 10, 3798.00,1.00, 1,
 600, 3823.00,66.00, 113,
 900, 3815.00,99.00, 182,
 200, 3826.00,22.00, 39,
 700, 3811.00,79.00, 141,
 50, 3815.00,5.00, 8,
 300, 3795.00,34.00, 56,
 400, 3842.00,44.00, 73,
 500, 3826.00,56.00, 92,
 800, 3798.00,88.00, 159,
 100, 3797.00,10.00, 18,
 1000, 3838.00,109.00, 194,
