n,init(kDOPTree),CD(kDOPTree),count(real),
 10, 22291.00,1.00, 0,
 600, 22284.00,57.00, 13,
 900, 22325.00,94.00, 21,
 200, 22288.00,20.00, 4,
 700, 22246.00,70.00, 16,
 50, 22277.00,6.00, 0,
 300, 22379.00,28.00, 7,
 400, 22304.00,39.00, 8,
 500, 22348.00,47.00, 10,
 800, 22239.00,78.00, 18,
 100, 22323.00,9.00, 2,
 1000, 22283.00,102.00, 21,
